Item Fat Content,Item Type,Item_MRP,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Rating,Item_Outlet_Sales,Total Sales
Regular,Meat,102.7332,Tier 1,Small,Supermarket Type1,0.020411155,4.2,410.1328,98.6042
Regular,Snack Foods,192.6478,Tier 1,Small,Supermarket Type1,0.074149074,4.2,387.4956,262.2568
Regular,Snack Foods,131.231,Tier 1,Small,Supermarket Type1,0.041282286,4.2,3635.268,103.5332
Regular,Snack Foods,187.5872,Tier 1,Small,Supermarket Type1,0,4.2,1323.6104,161.5578
Regular,Snack Foods,112.686,Tier 1,Small,Supermarket Type1,0.0111263,4.2,2942.836,87.254
Regular,Snack Foods,199.1742,Tier 1,Small,Supermarket Type1,0.121254236,4.2,4379.6324,94.5752
Regular,Starchy Foods,193.9452,Tier 1,Small,Supermarket Type1,0.128816212,4.2,2936.178,96.4068
Regular,Starchy Foods,53.3956,Tier 1,Small,Supermarket Type1,0,4.2,600.5516,184.3924
LF,Dairy,260.5278,Tier 2,Medium,Supermarket Type1,0.101980245,4.2,8851.1452,54.3956
LF,Household,153.0024,Tier 2,Medium,Supermarket Type1,0.075881475,4.2,2428.8384,155.2656
LF,Others,239.9564,Tier 2,Medium,Supermarket Type1,0,4.2,3813.7024,103.1016
LF,Dairy,128.3336,Tier 2,Medium,Supermarket Type1,0.038671588,4.2,2556.672,64.2852
LF,Snack Foods,97.341,Tier 2,Medium,Supermarket Type1,0.089777214,4.2,1255.033,256.4672
Low Fat,Baking Goods,172.908,Tier 2,Medium,Supermarket Type1,0.037708542,4.2,2769.728,74.7354
Low Fat,Baking Goods,76.8644,Tier 2,Medium,Supermarket Type1,0.076113671,4.2,1571.288,111.4544
Low Fat,Baking Goods,189.2214,Tier 2,Medium,Supermarket Type1,0.083172413,4.2,188.4214,121.0756
Low Fat,Canned,168.6448,Tier 2,Medium,Supermarket Type1,0.032009653,4.2,1022.6688,117.2492
Low Fat,Canned,197.8768,Tier 2,Medium,Supermarket Type1,0.187939003,4.2,3744.4592,146.9418
Low Fat,Canned,196.511,Tier 2,Medium,Supermarket Type1,0.024213342,4.2,2749.754,116.715
Low Fat,Canned,239.1538,Tier 2,Medium,Supermarket Type1,0.07871426,4.2,480.7076,37.2506
Low Fat,Dairy,242.6512,Tier 2,Medium,Supermarket Type1,0.020913071,4.2,969.4048,120.1782
Low Fat,Dairy,129.131,Tier 2,Medium,Supermarket Type1,0.166174549,4.2,4933.578,37.4506
Low Fat,Dairy,151.3366,Tier 2,Medium,Supermarket Type1,0.070297175,4.2,2720.4588,216.385
Low Fat,Dairy,181.8976,Tier 2,Medium,Supermarket Type1,0.055545797,4.2,4527.44,220.5114
Low Fat,Frozen Foods,185.5608,Tier 2,Medium,Supermarket Type1,0.015138834,4.2,3123.9336,81.925
Low Fat,Frozen Foods,98.0384,Tier 2,Medium,Supermarket Type1,0.02189371,4.2,2857.6136,262.791
Low Fat,Frozen Foods,76.067,Tier 2,Medium,Supermarket Type1,0.055098434,4.2,1454.773,109.2254
Low Fat,Frozen Foods,123.5046,Tier 2,Medium,Supermarket Type1,0.143419394,4.2,1992.0736,61.4878
Low Fat,Frozen Foods,78.3644,Tier 2,Medium,Supermarket Type1,0.082177842,4.2,1728.4168,214.1534
Low Fat,Frozen Foods,163.6184,Tier 2,Medium,Supermarket Type1,0.099193899,4.2,2311.6576,38.1164
Low Fat,Frozen Foods,192.9504,Tier 2,Medium,Supermarket Type1,0.014047825,4.2,7478.2656,36.719
Low Fat,Frozen Foods,148.0734,Tier 2,Medium,Supermarket Type1,0.12470444,4.2,593.8936,120.3124
Low Fat,Fruits and Vegetables,45.5744,Tier 2,Medium,Supermarket Type1,0.173867958,4.2,452.744,128.8652
Low Fat,Fruits and Vegetables,65.8142,Tier 2,Medium,Supermarket Type1,0.108412059,4.2,856.8846,233.2642
Low Fat,Fruits and Vegetables,31.9558,Tier 2,Medium,Supermarket Type1,0.025789175,4.2,984.7182,166.9474
Low Fat,Fruits and Vegetables,228.372,Tier 2,Medium,Supermarket Type1,0.081485126,4.2,2037.348,258.0988
Low Fat,Fruits and Vegetables,50.035,Tier 2,Medium,Supermarket Type1,0,4.2,149.805,115.0834
Low Fat,Fruits and Vegetables,51.3982,Tier 2,Medium,Supermarket Type1,0.012300013,4.2,473.3838,160.4894
Low Fat,Hard Drinks,42.7454,Tier 2,Medium,Supermarket Type1,0.064194304,4.2,293.6178,229.4694
Low Fat,Hard Drinks,190.1872,Tier 2,Small,Supermarket Type1,0.091051579,4.2,5105.3544,127.4336
Low Fat,Health and Hygiene,175.3028,Tier 2,Small,Supermarket Type1,0.034543718,4.2,3010.7476,99.7726
Low Fat,Health and Hygiene,77.6012,Tier 2,Small,Supermarket Type1,0.05510153,4.2,986.7156,37.0874
Low Fat,Health and Hygiene,112.9176,Tier 2,Small,Supermarket Type1,0.017073332,4.2,458.0704,109.5228
Low Fat,Health and Hygiene,196.011,Tier 2,Small,Supermarket Type1,0.035728302,4.2,589.233,95.212
Low Fat,Health and Hygiene,140.6154,Tier 2,Small,Supermarket Type1,0.01548171,4.2,283.6308,159.3604
Low Fat,Health and Hygiene,213.3534,Tier 2,Small,Supermarket Type1,0.04551031,4.2,1935.4806,149.6392
Low Fat,Household,172.4396,Tier 2,Small,Supermarket Type1,0.077011493,4.2,1569.9564,117.3492
Low Fat,Household,146.2102,Tier 2,Small,Supermarket Type1,0.038559926,4.2,437.4306,33.89
Low Fat,Household,112.7176,Tier 2,Small,Supermarket Type1,0.167722519,4.2,1717.764,176.3712
Low Fat,Others,188.224,Tier 2,Small,Supermarket Type1,0.047333044,4.2,1304.968,113.8202
Low Fat,Others,41.9796,Tier 2,Small,Supermarket Type1,0.013393537,4.2,784.3124,106.028
Low Fat,Snack Foods,165.7184,Tier 2,Small,Supermarket Type1,0.104023565,4.2,1816.3024,112.4544
Low Fat,Snack Foods,206.8638,Tier 2,Small,Supermarket Type1,0.096407554,4.2,2070.638,210.8612
Low Fat,Snack Foods,128.0994,Tier 2,Small,Supermarket Type1,0.121972274,4.2,2184.4898,43.1428
Low Fat,Snack Foods,99.6016,Tier 2,Small,Supermarket Type1,0.026663778,4.2,1922.8304,87.0198
Low Fat,Snack Foods,44.0744,Tier 2,Small,Supermarket Type1,0.045138797,4.2,633.8416,187.9556
Low Fat,Snack Foods,94.3436,Tier 2,Small,Supermarket Type1,0.06449461,4.2,2269.0464,259.2646
Low Fat,Soft Drinks,52.4982,Tier 2,Small,Supermarket Type1,0,4.2,1209.7586,121.644
Low Fat,Soft Drinks,119.3098,Tier 2,Small,Supermarket Type1,0.053480419,4.2,1205.098,42.377
Low Fat,Soft Drinks,197.311,Tier 2,Small,Supermarket Type1,0.014622625,4.2,3338.987,52.0324
Low Fat,Baking Goods,38.7506,Tier 2,Small,Supermarket Type1,0.056754036,4.2,227.7036,247.5118
Low Fat,Baking Goods,245.046,Tier 2,Small,Supermarket Type1,0.021552357,4.2,4680.574,157.0288
Low Fat,Canned,117.7492,Tier 2,Small,Supermarket Type1,0.053591345,4.2,695.0952,149.7734
Low Fat,Canned,193.982,Tier 2,Small,Supermarket Type1,0.121936216,4.2,579.246,94.4778
Low Fat,Canned,49.0692,Tier 2,Small,Supermarket Type1,0.034166609,4.2,1478.076,181.2976
Low Fat,Canned,99.0042,Tier 2,Small,Supermarket Type1,0.154487495,4.2,694.4294,77.2986
Low Fat,Canned,88.3856,Tier 2,Small,Supermarket Type1,0.03546967,4.2,703.0848,256.3014
Low Fat,Dairy,149.3708,Tier 2,Small,Supermarket Type1,0.058676973,4.2,4514.124,142.0128
Low Fat,Dairy,101.399,Tier 2,Small,Supermarket Type1,0.140342195,4.2,206.398,105.6306
Low Fat,Dairy,196.211,Tier 2,Small,Supermarket Type1,0.020988798,4.2,589.233,117.7782
Low Fat,Dairy,226.172,Tier 2,Small,Supermarket Type1,0.080257683,4.2,3169.208,232.63
Low Fat,Frozen Foods,124.2046,Tier 2,Small,Supermarket Type1,0.027032204,4.2,2490.092,106.328
Low Fat,Frozen Foods,88.1514,Tier 2,Small,Supermarket Type1,0.014098693,4.2,1151.1682,37.219
Low Fat,Fruits and Vegetables,186.0582,Tier 2,Small,Supermarket Type1,0.043809261,4.2,3900.9222,146.8418
Low Fat,Fruits and Vegetables,248.4776,Tier 2,Small,Supermarket Type1,0.093983518,4.2,6439.6176,175.5712
Low Fat,Fruits and Vegetables,104.5332,Tier 2,Small,Supermarket Type1,0.029953314,4.2,1845.5976,39.5138
Low Fat,Fruits and Vegetables,77.9986,Tier 2,Small,Supermarket Type1,0.184440421,4.2,934.7832,99.67
Low Fat,Fruits and Vegetables,121.573,Tier 2,Small,Supermarket Type1,0.072707309,4.2,3202.498,49.5034
Low Fat,Fruits and Vegetables,224.9088,Tier 2,Small,Supermarket Type1,0.100799828,4.2,2684.5056,78.4328
Low Fat,Hard Drinks,109.2228,Tier 2,Small,Supermarket Type1,0.123346085,4.2,221.0456,172.5396
Low Fat,Hard Drinks,151.7682,Tier 2,Small,Supermarket Type1,0.075876602,4.2,2439.4912,235.9616
Low Fat,Hard Drinks,44.0112,Tier 2,Small,Supermarket Type1,0.030877303,4.2,596.5568,42.177
Low Fat,Health and Hygiene,149.5734,Tier 2,Small,Supermarket Type1,0.024521239,4.2,2227.101,117.5492
Low Fat,Household,192.4846,Tier 2,Small,Supermarket Type1,0.077290355,4.2,5159.2842,116.9492
Low Fat,Household,153.6024,Tier 2,Small,Supermarket Type1,0.185889129,4.2,1366.2216,35.4216
Low Fat,Household,238.6222,Tier 2,Small,Supermarket Type1,0.029236727,4.2,8604.7992,123.8414
Low Fat,Household,190.2872,Tier 2,Small,Supermarket Type1,0.038699553,4.2,378.1744,33.79
Low Fat,Household,58.6562,Tier 2,High,Supermarket Type1,0.014103354,4.2,711.0744,225.4746
Low Fat,Household,34.819,Tier 2,High,Supermarket Type1,0.01438222,4.2,1061.951,102.2332
Low Fat,Meat,78.6328,Tier 2,High,Supermarket Type1,0.022587621,4.2,1004.0264,143.7812
Low Fat,Snack Foods,39.1138,Tier 2,High,Supermarket Type1,0.026940466,4.2,609.207,108.457
Low Fat,Snack Foods,110.8886,Tier 2,High,Supermarket Type1,0.058725134,4.2,3558.0352,43.6744
Low Fat,Snack Foods,155.8972,Tier 2,High,Supermarket Type1,0.019142452,4.2,2025.3636,237.5248
Low Fat,Snack Foods,118.115,Tier 2,High,Supermarket Type1,0.035384612,4.2,1864.24,180.3318
Low Fat,Soft Drinks,126.7678,Tier 2,High,Supermarket Type1,0.096943078,4.2,1907.517,196.5768
Regular,Baking Goods,218.9166,Tier 2,High,Supermarket Type1,0.02494708,4.2,5660.6316,172.3422
Regular,Baking Goods,99.8016,Tier 2,High,Supermarket Type1,0.186236236,4.2,607.2096,78.7328
Regular,Frozen Foods,39.6506,Tier 2,High,Supermarket Type1,0.042087749,4.2,1024.6662,192.682
Regular,Fruits and Vegetables,187.424,Tier 2,High,Supermarket Type1,0.088543868,4.2,3169.208,117.5466
Regular,Fruits and Vegetables,197.3452,Tier 2,High,Supermarket Type1,0.035222503,4.2,2740.4328,170.1448
Regular,Fruits and Vegetables,47.7692,Tier 2,High,Supermarket Type1,0.04324563,4.2,640.4996,199.4742
Regular,Fruits and Vegetables,122.2072,Tier 2,High,Supermarket Type1,0.106542886,4.2,1960.1152,173.2396
Regular,Fruits and Vegetables,230.601,Tier 2,High,Supermarket Type1,0.065339802,4.2,2067.309,89.1856
Regular,Fruits and Vegetables,77.2328,Tier 2,High,Supermarket Type1,0.025924623,4.2,231.6984,148.0418
Regular,Fruits and Vegetables,128.002,Tier 2,High,Supermarket Type1,0.049736267,4.2,253.004,76.8644
Regular,Meat,130.5626,Tier 2,High,Supermarket Type1,0.036957777,4.2,131.1626,230.5352
Regular,Snack Foods,153.4998,Tier 2,High,Supermarket Type1,0.029555773,4.2,2153.1972,105.9622
Regular,Snack Foods,205.3638,Tier 2,High,Supermarket Type1,0.030686952,4.2,5383.6588,253.4724
Regular,Snack Foods,245.546,Tier 2,High,Supermarket Type1,0.023201357,4.2,1724.422,45.9428
Regular,Soft Drinks,243.0196,Tier 2,High,Supermarket Type1,0.152262171,4.2,3615.294,44.4086
Regular,Breakfast,166.8474,Tier 2,High,Supermarket Type1,0.039469737,4.2,168.4474,155.163
Regular,Canned,175.437,Tier 2,High,Supermarket Type1,0.020898691,4.2,2999.429,92.2488
Regular,Canned,259.3278,Tier 2,High,Supermarket Type1,0.11521312,4.2,4165.2448,112.0202
Regular,Canned,95.6436,Tier 2,High,Supermarket Type1,0,4.2,1134.5232,153.3314
Regular,Dairy,159.6578,Tier 2,High,Supermarket Type1,0.068256316,4.2,2888.2404,60.9562
Regular,Dairy,179.866,Tier 2,High,Supermarket Type1,0.042860026,4.2,2696.49,120.3782
Regular,Frozen Foods,55.5298,Tier 2,High,Supermarket Type1,0.024342578,4.2,53.9298,113.6176
Regular,Frozen Foods,115.4518,Tier 2,High,Supermarket Type1,0.014166739,4.2,113.8518,178.2344
Regular,Frozen Foods,152.3682,Tier 2,High,Supermarket Type1,0.076474728,4.2,2287.023,191.8846
Regular,Frozen Foods,185.1924,Tier 2,High,Supermarket Type1,0.081096613,4.2,555.2772,261.2936
Regular,Frozen Foods,66.6142,Tier 2,High,Supermarket Type1,0.099832728,4.2,1120.5414,87.4856
Regular,Fruits and Vegetables,79.296,Tier 2,Medium,Supermarket Type1,0,4.2,719.064,115.7176
Regular,Fruits and Vegetables,47.8034,Tier 2,Medium,Supermarket Type1,0.050368454,4.2,437.4306,163.8526
Regular,Fruits and Vegetables,256.633,Tier 2,Medium,Supermarket Type1,0.156926608,4.2,2050.664,238.3538
Regular,Fruits and Vegetables,61.9168,Tier 2,Medium,Supermarket Type1,0,4.2,1214.4192,171.9764
Regular,Fruits and Vegetables,148.0418,Tier 2,Medium,Supermarket Type1,0.043902087,4.2,2059.9852,157.0946
Regular,Fruits and Vegetables,133.1626,Tier 2,Medium,Supermarket Type1,0.043201813,4.2,3672.5528,110.1254
Regular,Fruits and Vegetables,153.5656,Tier 2,Medium,Supermarket Type1,0.035456465,4.2,3089.312,162.2578
Regular,Fruits and Vegetables,165.021,Tier 2,Medium,Supermarket Type1,0,4.2,815.605,46.8034
Regular,Fruits and Vegetables,61.1536,Tier 2,Medium,Supermarket Type1,0.066005186,4.2,61.2536,188.4214
Regular,Seafood,107.128,Tier 2,Medium,Supermarket Type1,0.021695674,4.2,1278.336,185.3582
Regular,Snack Foods,103.8674,Tier 2,Medium,Supermarket Type1,0.014098693,4.2,1528.011,197.7084
Regular,Snack Foods,43.377,Tier 2,Medium,Supermarket Type1,0.009818244,4.2,129.831,223.1404
Regular,Snack Foods,55.093,Tier 2,Medium,Supermarket Type1,0.15021128,4.2,1301.639,179.066
Regular,Snack Foods,110.1254,Tier 2,Medium,Supermarket Type1,0.046023105,4.2,1844.9318,169.2132
Regular,Snack Foods,220.1798,Tier 2,Medium,Supermarket Type1,0.016055615,4.2,5068.7354,228.4352
Regular,Soft Drinks,217.5482,Tier 2,Medium,Supermarket Type1,0.152813518,4.2,1095.241,45.6086
low fat,Soft Drinks,151.9998,Tier 2,Medium,Supermarket Type1,0.09557165,4.2,307.5996,171.0106
low fat,Dairy,93.8462,Tier 2,Medium,Supermarket Type1,0.028578012,4.2,1295.6468,152.234
reg,Meat,118.8124,Tier 2,Medium,Supermarket Type1,0.03382933,4.2,2607.2728,196.9426
reg,Starchy Foods,228.6668,Tier 2,Medium,Supermarket Type1,0.142699588,4.2,3455.502,171.7448
reg,Meat,179.4318,Tier 2,Medium,Supermarket Type1,0.021065311,4.2,2345.6134,261.5936
reg,Snack Foods,196.2426,Tier 2,Medium,Supermarket Type1,0.062395455,4.2,197.7426,57.6562
LF,Fruits and Vegetables,126.5362,Tier 2,Small,Supermarket Type1,0.041387618,4.2,1761.7068,40.1164
LF,Household,105.5622,Tier 2,Small,Supermarket Type1,0.126220187,4.2,1905.5196,126.7362
LF,Household,163.5552,Tier 2,Small,Supermarket Type1,0.108010006,4.2,3086.6488,33.3558
LF,Household,39.1822,Tier 2,Small,Supermarket Type1,0.024650932,4.2,1060.6194,146.0102
LF,Seafood,153.1314,Tier 2,Small,Supermarket Type1,0.021531416,4.2,4653.942,108.4596
Low Fat,Baking Goods,175.0712,Tier 2,Small,Supermarket Type1,0.081996785,4.2,3339.6528,40.1164
Low Fat,Breads,151.2682,Tier 2,Small,Supermarket Type1,0.03558013,4.2,2439.4912,217.5166
Low Fat,Canned,99.4384,Tier 2,Small,Supermarket Type1,0.021203509,4.2,1379.5376,216.3824
Low Fat,Canned,223.9746,Tier 2,Small,Supermarket Type1,0.141615436,4.2,897.4984,169.0132
Low Fat,Dairy,141.4838,Tier 2,Small,Supermarket Type1,0,4.2,1404.838,117.8782
Low Fat,Frozen Foods,86.3856,Tier 2,Small,Supermarket Type1,0.008834023,4.2,615.1992,100.0384
Low Fat,Frozen Foods,95.7068,Tier 2,Small,Supermarket Type1,0.018407033,4.2,1069.2748,254.7698
Low Fat,Frozen Foods,185.924,Tier 2,Small,Supermarket Type1,0.104658344,4.2,4101.328,121.2072
Low Fat,Fruits and Vegetables,160.292,Tier 2,Small,Supermarket Type1,0.109990885,4.2,4793.76,172.908
Low Fat,Fruits and Vegetables,113.9518,Tier 2,Small,Supermarket Type1,0.017425784,4.2,1138.518,227.901
Low Fat,Fruits and Vegetables,122.2098,Tier 2,Small,Supermarket Type1,0.037574137,4.2,2771.7254,174.2054
Low Fat,Fruits and Vegetables,101.4332,Tier 2,Small,Supermarket Type1,0.125756824,4.2,1948.1308,87.1198
Low Fat,Fruits and Vegetables,258.5278,Tier 2,Small,Supermarket Type1,0.022395357,4.2,5206.556,96.5094
Low Fat,Fruits and Vegetables,57.5246,Tier 2,Small,Supermarket Type1,0.099090261,4.2,173.7738,94.0462
Low Fat,Fruits and Vegetables,34.919,Tier 2,Small,Supermarket Type1,0.024144862,4.2,73.238,123.373
Low Fat,Hard Drinks,180.466,Tier 2,Small,Supermarket Type1,0.034397781,4.2,3415.554,115.7834
Low Fat,Hard Drinks,179.1976,Tier 2,Small,Supermarket Type1,0.086764795,4.2,3803.0496,153.8682
Low Fat,Health and Hygiene,234.33,Tier 2,Small,Supermarket Type1,0.113917889,4.2,3961.51,158.2604
Low Fat,Health and Hygiene,154.1998,Tier 2,Small,Supermarket Type1,0.019476708,4.2,1384.1982,193.0794
Low Fat,Household,126.0704,Tier 2,Small,Supermarket Type1,0.051936086,4.2,1251.704,142.947
Low Fat,Household,101.9016,Tier 2,Small,Supermarket Type1,0.06375108,4.2,1821.6288,36.7848
Low Fat,Household,196.9426,Tier 2,Small,Supermarket Type1,0.052492122,4.2,5141.3076,191.053
Low Fat,Household,111.0228,Tier 2,Small,Supermarket Type1,0.060967038,4.2,3205.1612,254.3698
Low Fat,Household,214.1534,Tier 2,Small,Supermarket Type1,0.02394662,4.2,1720.4272,106.9964
Low Fat,Household,263.291,Tier 2,Small,Supermarket Type1,0.034646067,4.2,3418.883,120.6782
Low Fat,Meat,244.817,Tier 2,Small,Supermarket Type1,0.037889224,4.2,4374.306,64.7826
Low Fat,Meat,156.163,Tier 2,Small,Supermarket Type1,0.081119484,4.2,782.315,220.0798
Low Fat,Others,141.3838,Tier 2,Small,Supermarket Type1,0.01209726,4.2,1685.8056,188.853
Low Fat,Others,154.5998,Tier 2,Small,Supermarket Type1,0.033938279,4.2,153.7998,132.5284
Low Fat,Seafood,92.212,Tier 2,Small,Supermarket Type1,0.033851785,4.2,4101.328,112.186
Low Fat,Snack Foods,181.9634,Tier 2,Small,Supermarket Type1,0.103793399,4.2,3453.5046,110.1544
Low Fat,Snack Foods,105.9938,Tier 2,Small,Supermarket Type1,0.111419588,4.2,1179.1318,154.3998
Low Fat,Snack Foods,251.3066,Tier 2,Small,Supermarket Type1,0,4.2,1004.0264,244.817
Low Fat,Snack Foods,42.5454,Tier 2,Small,Supermarket Type1,0.038519399,4.2,419.454,236.8564
Low Fat,Snack Foods,239.6538,Tier 2,Small,Supermarket Type1,0.07595723,4.2,3845.6608,214.1218
Low Fat,Snack Foods,127.102,Tier 2,Small,Supermarket Type1,0.07518071,4.2,2024.032,126.2046
Low Fat,Snack Foods,150.4708,Tier 2,Small,Supermarket Type1,0.076841095,4.2,1956.1204,162.2236
Low Fat,Snack Foods,42.877,Tier 2,Small,Supermarket Type1,0.052800258,4.2,1168.479,193.2504
Low Fat,Snack Foods,56.4614,Tier 2,Small,Supermarket Type1,0.141789197,4.2,55.2614,121.9072
Low Fat,Soft Drinks,55.0956,Tier 2,Small,Supermarket Type1,0.019046089,4.2,2020.0372,188.424
Low Fat,Starchy Foods,160.4894,Tier 2,Small,Supermarket Type1,0.153960209,4.2,3073.9986,105.9938
Regular,Baking Goods,98.7042,Tier 2,Small,Supermarket Type1,0.045258247,4.2,1884.8798,35.9874
Regular,Baking Goods,53.3956,Tier 2,Small,Supermarket Type1,0.02536567,4.2,1364.89,82.7934
Regular,Baking Goods,145.7444,Tier 2,Small,Supermarket Type1,0.022936488,4.2,3193.1768,240.8538
Regular,Breads,177.866,Tier 2,Small,Supermarket Type1,0.056375879,4.2,2336.958,84.6908
Regular,Breads,185.2924,Tier 2,Small,Supermarket Type1,0.043885147,4.2,370.1848,108.757
Regular,Dairy,143.5786,Tier 2,Small,Supermarket Type1,0.10821852,4.2,3756.4436,96.3752
Regular,Dairy,44.9428,Tier 2,Small,Supermarket Type1,0.12770295,4.2,175.7712,120.444
Regular,Dairy,181.2976,Tier 2,Small,Supermarket Type1,0.170795745,4.2,3078.6592,154.463
Regular,Frozen Foods,115.1808,Tier 2,Small,Supermarket Type1,0.064002068,4.2,2109.2544,85.5566
Regular,Frozen Foods,113.7544,Tier 2,Small,Supermarket Type1,0.132521929,4.2,3243.7776,228.6668
Regular,Frozen Foods,37.9532,Tier 2,Small,Supermarket Type1,0.07603021,4.2,71.9064,189.0846
Regular,Frozen Foods,46.8718,Tier 2,Small,Supermarket Type1,0.041563696,4.2,189.0872,47.6376
Regular,Fruits and Vegetables,102.499,Tier 2,Small,Supermarket Type1,0.059716729,4.2,2579.975,130.9968
Regular,Fruits and Vegetables,124.1388,Tier 2,Small,Supermarket Type1,0,4.2,1486.0656,191.153
Regular,Fruits and Vegetables,43.8086,Tier 2,Small,Supermarket Type1,0.106307146,4.2,312.2602,174.9396
Regular,Fruits and Vegetables,254.5014,Tier 2,Small,Supermarket Type1,0,4.2,4845.0266,248.8092
Regular,Fruits and Vegetables,58.5588,Tier 2,Small,Supermarket Type1,0.071439051,4.2,171.7764,61.0536
Regular,Fruits and Vegetables,96.541,Tier 2,Small,Supermarket Type1,0.065195229,4.2,1834.279,88.9856
Regular,Fruits and Vegetables,89.7488,Tier 2,Small,Supermarket Type1,0.066284519,4.2,2082.6224,247.2092
Regular,Snack Foods,159.4262,Tier 2,Small,Supermarket Type1,0.029490377,4.2,2705.1454,107.6622
Regular,Snack Foods,196.811,Tier 2,Small,Supermarket Type1,0.074135053,4.2,3731.809,264.0568
Regular,Snack Foods,61.0536,Tier 2,Small,Supermarket Type1,0.040351229,4.2,1592.5936,181.366
Regular,Snack Foods,88.8514,Tier 2,Small,Supermarket Type1,0,4.2,2125.2336,103.0016
Regular,Snack Foods,248.275,Tier 2,Small,Supermarket Type1,0.149338159,4.2,998.7,178.666
Regular,Snack Foods,119.1124,Tier 2,Small,Supermarket Type1,0.04575559,4.2,3673.8844,167.1132
Regular,Snack Foods,109.8228,Tier 2,Small,Supermarket Type1,0.007145063,4.2,2099.9332,41.048
low fat,Health and Hygiene,63.2536,Tier 2,Small,Supermarket Type1,0.042743728,4.2,1225.072,166.2842
reg,Fruits and Vegetables,143.9102,Tier 2,Small,Supermarket Type1,0.046762633,4.2,3062.0142,170.8422
reg,Fruits and Vegetables,184.7924,Tier 2,Small,Supermarket Type1,0.053574075,4.2,4442.2176,223.7088
reg,Snack Foods,238.6906,Tier 2,Small,Supermarket Type1,0.076744561,4.2,4278.4308,113.4518
Low Fat,Baking Goods,211.9928,Tier 3,Medium,Grocery Store,0.13893181,4.2,631.1784,119.5756
Low Fat,Breads,121.5098,Tier 3,Medium,Grocery Store,0.080387424,4.2,602.549,219.2166
Low Fat,Canned,255.6356,Tier 3,Medium,Grocery Store,0,4.2,2797.6916,187.7214
Low Fat,Canned,149.8734,Tier 3,Medium,Grocery Store,0.105498192,4.2,445.4202,101.47
Low Fat,Dairy,83.9908,Tier 3,Medium,Grocery Store,0.071699984,4.2,2348.9424,177.6028
Low Fat,Frozen Foods,47.7402,Tier 3,Medium,Grocery Store,0.144167934,4.2,1975.4286,146.3076
Low Fat,Frozen Foods,59.2588,Tier 3,Medium,Grocery Store,0.01478914,4.2,1374.2112,97.7384
